candidate_id,honeypot_duration_mismatch_flag,honeypot_expert_zero_duration_flag,honeypot_flag,honeypot_evidence
CAND_0000307,False,False,False,
CAND_0000308,False,False,False,
CAND_0000309,False,False,False,
CAND_0000310,False,False,False,
CAND_0000311,False,False,False,
CAND_0000312,False,False,False,
CAND_0000313,False,False,False,
CAND_0000314,False,False,False,
CAND_0000315,False,False,False,
CAND_0000316,False,False,False,
CAND_0000317,False,False,False,
CAND_0000318,False,False,False,
CAND_0000319,False,False,False,
CAND_0000320,False,False,False,
CAND_0000321,False,False,False,
CAND_0000322,False,False,False,
CAND_0000323,False,False,False,
CAND_0000324,False,False,False,
CAND_0000325,False,False,False,
CAND_0000326,False,False,False,
CAND_0000327,False,False,False,
CAND_0000328,False,False,False,
CAND_0000329,False,False,False,
CAND_0000330,False,False,False,
CAND_0000331,False,False,False,
CAND_0000332,False,False,False,
CAND_0000333,False,False,False,
CAND_0000334,False,False,False,
CAND_0000335,False,False,False,
CAND_0000336,False,False,False,
CAND_0000337,False,False,False,
CAND_0000338,False,False,False,
CAND_0000339,False,False,False,
CAND_0000340,False,False,False,
CAND_0000341,False,False,False,
CAND_0000342,False,False,False,
CAND_0000343,False,False,False,
CAND_0000344,False,False,False,
CAND_0000345,False,False,False,
CAND_0000346,False,False,False,
CAND_0000347,False,False,False,
CAND_0000348,False,False,False,
CAND_0000349,False,False,False,
CAND_0000350,False,False,False,
CAND_0000351,False,False,False,
CAND_0000352,False,False,False,
CAND_0000353,False,False,False,
CAND_0000354,False,False,False,
CAND_0000355,False,False,False,
CAND_0000356,False,False,False,
CAND_0000357,False,False,False,
CAND_0000358,False,False,False,
CAND_0000359,False,False,False,
CAND_0000360,False,False,False,
CAND_0000361,False,False,False,
CAND_0000362,False,False,False,
CAND_0000363,False,False,False,
CAND_0000364,False,False,False,
CAND_0000365,False,False,False,
CAND_0000366,False,False,False,
CAND_0000367,False,False,False,
CAND_0000368,False,False,False,
CAND_0000369,False,False,False,
CAND_0000370,False,False,False,
CAND_0000371,False,False,False,
CAND_0000372,False,False,False,
CAND_0000373,False,False,False,
CAND_0000374,False,False,False,
CAND_0000375,False,False,False,
CAND_0000376,False,False,False,
CAND_0000377,False,False,False,
CAND_0000378,False,False,False,
CAND_0000379,False,False,False,
CAND_0000380,False,False,False,
CAND_0000381,False,False,False,
CAND_0000382,False,False,False,
CAND_0000383,False,False,False,
CAND_0000384,False,False,False,
CAND_0000385,False,False,False,
CAND_0000386,False,False,False,
CAND_0000387,False,False,False,
CAND_0000388,False,False,False,
CAND_0000389,False,False,False,
CAND_0000390,False,False,False,
CAND_0000391,False,False,False,
CAND_0000392,False,False,False,
CAND_0000393,False,False,False,
CAND_0000394,False,False,False,
CAND_0000395,False,False,False,
CAND_0000396,False,False,False,
CAND_0000397,False,False,False,
CAND_0000398,False,False,False,
CAND_0000399,False,False,False,
CAND_0000400,False,False,False,
CAND_0000401,False,False,False,
CAND_0000402,False,False,False,
CAND_0000403,False,False,False,
CAND_0000404,False,False,False,
CAND_0000405,False,False,False,
CAND_0000406,False,False,False,
CAND_0000407,False,False,False,
CAND_0000408,False,False,False,
CAND_0000409,False,False,False,
CAND_0000410,False,False,False,
CAND_0000411,False,False,False,
CAND_0000412,False,False,False,
CAND_0000413,False,False,False,
CAND_0000414,False,False,False,
CAND_0000415,False,False,False,
CAND_0000416,False,False,False,
CAND_0000417,False,False,False,
CAND_0000418,False,False,False,
CAND_0000419,False,False,False,
CAND_0000420,False,False,False,
CAND_0000421,False,False,False,
CAND_0000422,False,False,False,
CAND_0000423,False,False,False,
CAND_0000424,False,False,False,
CAND_0000425,False,False,False,
CAND_0000426,False,False,False,
CAND_0000427,False,False,False,
CAND_0000428,False,False,False,
CAND_0000429,False,False,False,
CAND_0000430,False,False,False,
CAND_0000431,False,False,False,
CAND_0000432,False,False,False,
CAND_0000433,False,False,False,
CAND_0000434,False,False,False,
CAND_0000435,False,False,False,
CAND_0000436,False,False,False,
CAND_0000437,False,False,False,
CAND_0000438,False,False,False,
CAND_0000439,False,False,False,
CAND_0000440,False,False,False,
CAND_0000441,False,False,False,
CAND_0000442,False,False,False,
CAND_0000443,False,False,False,
CAND_0000444,False,False,False,
CAND_0000445,False,False,False,
CAND_0000446,False,False,False,
CAND_0000447,False,False,False,
CAND_0000448,False,False,False,
CAND_0000449,False,False,False,
CAND_0000450,False,False,False,
CAND_0000451,False,False,False,
CAND_0000452,False,False,False,
CAND_0000453,False,False,False,
CAND_0000454,False,False,False,
CAND_0000455,False,False,False,
CAND_0000456,False,False,False,
CAND_0000457,False,False,False,
CAND_0000458,False,False,False,
CAND_0000459,False,False,False,
CAND_0000460,False,False,False,
CAND_0000461,False,False,False,
CAND_0000462,False,False,False,
CAND_0000463,False,False,False,
CAND_0000464,False,False,False,
CAND_0000465,False,False,False,
CAND_0000466,False,False,False,
CAND_0000467,False,False,False,
CAND_0000468,False,False,False,
CAND_0000469,False,False,False,
CAND_0000470,False,False,False,
CAND_0000471,False,False,False,
CAND_0000472,False,False,False,
CAND_0000473,False,False,False,
CAND_0000474,False,False,False,
CAND_0000475,False,False,False,
CAND_0000476,False,False,False,
CAND_0000477,False,False,False,
CAND_0000478,False,False,False,
CAND_0000479,False,False,False,
CAND_0000480,False,False,False,
CAND_0000481,False,False,False,
CAND_0000482,False,False,False,
CAND_0000483,False,False,False,
CAND_0000484,False,False,False,
CAND_0000485,False,False,False,
CAND_0000486,False,False,False,
CAND_0000487,False,False,False,
CAND_0000488,False,False,False,
CAND_0000489,False,False,False,
CAND_0000490,False,False,False,
CAND_0000491,False,False,False,
CAND_0000492,False,False,False,
CAND_0000493,False,False,False,
CAND_0000494,False,False,False,
CAND_0000495,False,False,False,
CAND_0000496,False,False,False,
CAND_0000497,False,False,False,
CAND_0000498,False,False,False,
CAND_0000499,False,False,False,
CAND_0000500,False,False,False,
CAND_0000501,False,False,False,
CAND_0000502,False,False,False,
CAND_0000503,False,False,False,
CAND_0000504,False,False,False,
CAND_0000505,False,False,False,
CAND_0000506,False,False,False,
CAND_0000507,False,False,False,
CAND_0000508,False,False,False,
CAND_0000509,False,False,False,
CAND_0000510,False,False,False,
CAND_0000511,False,False,False,
CAND_0000512,False,False,False,
CAND_0000513,False,False,False,
CAND_0000514,False,False,False,
CAND_0000515,False,False,False,
CAND_0000516,False,False,False,
CAND_0000517,False,False,False,
CAND_0000518,False,False,False,
CAND_0000519,False,False,False,
CAND_0000520,False,False,False,
CAND_0000521,False,False,False,
CAND_0000522,False,False,False,
CAND_0000523,False,False,False,
CAND_0000524,False,False,False,
CAND_0000525,False,False,False,
CAND_0000526,False,False,False,
CAND_0000527,False,False,False,
CAND_0000528,False,False,False,
CAND_0000529,False,False,False,
CAND_0000530,False,False,False,
CAND_0000531,False,False,False,
CAND_0000532,False,False,False,
CAND_0000533,False,False,False,
CAND_0000534,False,False,False,
CAND_0000535,False,False,False,
CAND_0000536,False,False,False,
CAND_0000537,False,False,False,
CAND_0000538,False,False,False,
CAND_0000539,False,False,False,
CAND_0000540,False,False,False,
CAND_0000541,False,False,False,
CAND_0000542,False,False,False,
CAND_0000543,False,False,False,
CAND_0000544,False,False,False,
CAND_0000545,False,False,False,
CAND_0000546,False,False,False,
CAND_0000547,False,False,False,
CAND_0000548,False,False,False,
CAND_0000549,False,False,False,
CAND_0000550,False,False,False,
CAND_0000551,False,False,False,
CAND_0000552,False,False,False,
CAND_0000553,False,False,False,
CAND_0000554,False,False,False,
CAND_0000555,False,False,False,
CAND_0000556,False,False,False,
CAND_0000557,False,False,False,
CAND_0000558,False,False,False,
CAND_0000559,False,False,False,
CAND_0000560,False,False,False,
CAND_0000561,False,False,False,
CAND_0000562,False,False,False,
CAND_0000563,False,False,False,
CAND_0000564,False,False,False,
CAND_0000565,False,False,False,
CAND_0000566,False,False,False,
CAND_0000567,False,False,False,
CAND_0000568,False,False,False,
CAND_0000569,False,False,False,
CAND_0000570,False,False,False,
CAND_0000571,False,False,False,
CAND_0000572,False,False,False,
CAND_0000573,False,False,False,
CAND_0000574,False,False,False,
CAND_0000575,False,False,False,
CAND_0000576,False,False,False,
CAND_0000577,False,False,False,
CAND_0000578,False,False,False,
CAND_0000579,False,False,False,
CAND_0000580,False,False,False,
CAND_0000581,False,False,False,
CAND_0000582,False,False,False,
CAND_0000583,False,False,False,
CAND_0000584,False,False,False,
CAND_0000585,False,False,False,
CAND_0000586,False,False,False,
CAND_0000587,False,False,False,
CAND_0000588,False,False,False,
CAND_0000589,False,False,False,
CAND_0000590,False,False,False,
CAND_0000591,False,False,False,
CAND_0000592,False,False,False,
CAND_0000593,False,False,False,
CAND_0000594,False,False,False,
CAND_0000595,False,False,False,
CAND_0000596,False,False,False,
CAND_0000597,False,False,False,
CAND_0000598,False,False,False,
CAND_0000599,False,False,False,
CAND_0000600,False,False,False,
CAND_0000601,False,False,False,
CAND_0000602,False,False,False,
CAND_0000603,False,False,False,
CAND_0000604,False,False,False,
CAND_0000605,False,False,False,
CAND_0000606,False,False,False,
CAND_0000607,False,False,False,
CAND_0000608,False,False,False,
CAND_0000609,False,False,False,
CAND_0000610,False,False,False,
CAND_0000611,False,False,False,
CAND_0000612,False,False,False,
CAND_0000613,False,False,False,
CAND_0000614,False,False,False,
CAND_0000615,False,False,False,
CAND_0000616,False,False,False,
CAND_0000617,False,False,False,
CAND_0000618,False,False,False,
CAND_0000619,False,False,False,
CAND_0000620,False,False,False,
CAND_0000621,False,False,False,
CAND_0000622,False,False,False,
CAND_0000623,False,False,False,
CAND_0000624,False,False,False,
CAND_0000625,False,False,False,
CAND_0000626,False,False,False,
CAND_0000627,False,False,False,
CAND_0000628,False,False,False,
CAND_0000629,False,False,False,
CAND_0000630,False,False,False,
CAND_0000631,False,False,False,
CAND_0000632,False,False,False,
CAND_0000633,False,False,False,
CAND_0000634,False,False,False,
CAND_0000635,False,False,False,
CAND_0000636,False,False,False,
CAND_0000637,False,False,False,
CAND_0000638,False,False,False,
CAND_0000639,False,False,False,
CAND_0000640,False,False,False,
CAND_0000641,False,False,False,
CAND_0000642,False,False,False,
CAND_0000643,False,False,False,
CAND_0000644,False,False,False,
CAND_0000645,False,False,False,
CAND_0000646,False,False,False,
CAND_0000647,False,False,False,
CAND_0000648,False,False,False,
CAND_0000649,False,False,False,
CAND_0000650,False,False,False,
CAND_0000651,False,False,False,
CAND_0000652,False,False,False,
CAND_0000653,False,False,False,
CAND_0000654,False,False,False,
CAND_0000655,False,False,False,
CAND_0000656,False,False,False,
CAND_0000657,False,False,False,
CAND_0000658,False,False,False,
CAND_0000659,False,False,False,
CAND_0000660,False,False,False,
CAND_0000661,False,False,False,
CAND_0000662,False,False,False,
CAND_0000663,False,False,False,
CAND_0000664,False,False,False,
CAND_0000665,False,False,False,
CAND_0000666,False,False,False,
CAND_0000667,False,False,False,
CAND_0000668,False,False,False,
CAND_0000669,False,False,False,
CAND_0000670,False,False,False,
CAND_0000671,False,False,False,
CAND_0000672,False,False,False,
CAND_0000673,False,False,False,
CAND_0000674,False,False,False,
CAND_0000675,False,False,False,
CAND_0000676,False,False,False,
CAND_0000677,False,False,False,
CAND_0000678,False,False,False,
CAND_0000679,False,False,False,
CAND_0000680,False,False,False,
CAND_0000681,False,False,False,
CAND_0000682,False,False,False,
CAND_0000683,False,False,False,
CAND_0000684,False,False,False,
CAND_0000685,False,False,False,
CAND_0000686,False,False,False,
CAND_0000687,False,False,False,
CAND_0000688,False,False,False,
CAND_0000689,False,False,False,
CAND_0000690,False,False,False,
CAND_0000691,False,False,False,
CAND_0000692,False,False,False,
CAND_0000693,False,False,False,
CAND_0000694,False,False,False,
CAND_0000695,False,False,False,
CAND_0000696,False,False,False,
CAND_0000697,False,False,False,
CAND_0000698,False,False,False,
CAND_0000699,False,False,False,
CAND_0000700,False,False,False,
CAND_0000701,False,False,False,
CAND_0000702,False,False,False,
CAND_0000703,False,False,False,
CAND_0000704,False,False,False,
CAND_0000705,False,False,False,
CAND_0000706,False,False,False,
CAND_0000707,False,False,False,
CAND_0000708,False,False,False,
CAND_0000709,False,False,False,
CAND_0000710,False,False,False,
CAND_0000711,False,False,False,
CAND_0000712,False,False,False,
CAND_0000713,False,False,False,
CAND_0000714,False,False,False,
CAND_0000715,False,False,False,
CAND_0000716,False,False,False,
CAND_0000717,False,False,False,
CAND_0000718,False,False,False,
CAND_0000719,False,False,False,
CAND_0000720,False,False,False,
CAND_0000721,False,False,False,
CAND_0000722,False,False,False,
CAND_0000723,False,False,False,
CAND_0000724,False,False,False,
CAND_0000725,False,False,False,
CAND_0000726,False,False,False,
CAND_0000727,False,False,False,
CAND_0000728,False,False,False,
CAND_0000729,False,False,False,
CAND_0000730,False,False,False,
CAND_0000731,False,False,False,
CAND_0000732,False,False,False,
CAND_0000733,False,False,False,
CAND_0000734,False,False,False,
CAND_0000735,False,False,False,
CAND_0000736,False,False,False,
CAND_0000737,False,False,False,
CAND_0000738,False,False,False,
CAND_0000739,False,False,False,
CAND_0000740,False,False,False,
CAND_0000741,False,False,False,
CAND_0000742,False,False,False,
CAND_0000743,False,False,False,
CAND_0000744,False,False,False,
CAND_0000745,False,False,False,
CAND_0000746,False,False,False,
CAND_0000747,False,False,False,
CAND_0000748,False,False,False,
CAND_0000749,False,False,False,
CAND_0000750,False,False,False,
CAND_0000751,False,False,False,
CAND_0000752,False,False,False,
CAND_0000753,False,False,False,
CAND_0000754,False,False,False,
CAND_0000755,False,False,False,
CAND_0000756,False,False,False,
CAND_0000757,False,False,False,
CAND_0000758,False,False,False,
CAND_0000759,False,False,False,
CAND_0000760,False,False,False,
CAND_0000761,False,False,False,
CAND_0000762,False,False,False,
CAND_0000763,False,False,False,
CAND_0000764,False,False,False,
CAND_0000765,False,False,False,
CAND_0000766,False,False,False,
CAND_0000767,False,False,False,
CAND_0000768,False,False,False,
CAND_0000769,False,False,False,
CAND_0000770,False,False,False,
CAND_0000771,False,False,False,
CAND_0000772,False,False,False,
CAND_0000773,False,False,False,
CAND_0000774,False,False,False,
CAND_0000775,False,False,False,
CAND_0000776,False,False,False,
CAND_0000777,False,False,False,
CAND_0000778,False,False,False,
CAND_0000779,False,False,False,
CAND_0000780,False,False,False,
CAND_0000781,False,False,False,
CAND_0000782,False,False,False,
CAND_0000783,False,False,False,
CAND_0000784,False,False,False,
CAND_0000785,False,False,False,
CAND_0000786,False,False,False,
CAND_0000787,False,False,False,
CAND_0000788,False,False,False,
CAND_0000789,False,False,False,
CAND_0000790,False,False,False,
CAND_0000791,False,False,False,
CAND_0000792,False,False,False,
CAND_0000793,False,False,False,
CAND_0000794,False,False,False,
CAND_0000795,False,False,False,
CAND_0000796,False,False,False,
CAND_0000797,False,False,False,
CAND_0000798,False,False,False,
CAND_0000799,False,False,False,
CAND_0000800,False,False,False,
CAND_0000801,False,False,False,
CAND_0000802,False,False,False,
CAND_0000803,False,False,False,
CAND_0000804,False,False,False,
CAND_0000805,False,False,False,
CAND_0000806,False,False,False,
CAND_0000807,False,False,False,
CAND_0000808,False,False,False,
CAND_0000809,False,False,False,
CAND_0000810,False,False,False,
CAND_0000811,False,False,False,
CAND_0000812,False,False,False,
CAND_0000813,False,False,False,
CAND_0000814,False,False,False,
CAND_0000815,False,False,False,
CAND_0000816,False,False,False,
CAND_0000817,False,False,False,
CAND_0000818,False,False,False,
CAND_0000819,False,False,False,
CAND_0000820,False,False,False,
CAND_0000821,False,False,False,
CAND_0000822,False,False,False,
CAND_0000823,False,False,False,
CAND_0000824,False,False,False,
CAND_0000825,False,False,False,
CAND_0000826,False,False,False,
CAND_0000827,False,False,False,
CAND_0000828,False,False,False,
CAND_0000829,False,False,False,
CAND_0000830,False,False,False,
CAND_0000831,False,False,False,
CAND_0000832,False,False,False,
CAND_0000833,False,False,False,
CAND_0000834,False,False,False,
CAND_0000835,False,False,False,
CAND_0000836,False,False,False,
CAND_0000837,False,False,False,
CAND_0000838,False,False,False,
CAND_0000839,False,False,False,
CAND_0000840,False,False,False,
CAND_0000841,False,False,False,
CAND_0000842,False,False,False,
CAND_0000843,False,False,False,
CAND_0000844,False,False,False,
CAND_0000845,False,False,False,
CAND_0000846,False,False,False,
CAND_0000847,False,False,False,
CAND_0000848,False,False,False,
CAND_0000849,False,False,False,
CAND_0000850,False,False,False,
CAND_0000851,False,False,False,
CAND_0000852,False,False,False,
CAND_0000853,False,False,False,
CAND_0000854,False,False,False,
CAND_0000855,False,False,False,
CAND_0000856,False,False,False,
CAND_0000857,False,False,False,
CAND_0000858,False,False,False,
CAND_0000859,False,False,False,
CAND_0000860,False,False,False,
CAND_0000861,False,False,False,
CAND_0000862,False,False,False,
CAND_0000863,False,False,False,
CAND_0000864,False,False,False,
CAND_0000865,False,False,False,
CAND_0000866,False,False,False,
CAND_0000867,False,False,False,
CAND_0000868,False,False,False,
CAND_0000869,False,False,False,
CAND_0000870,False,False,False,
CAND_0000871,False,False,False,
CAND_0000872,False,False,False,
CAND_0000873,False,False,False,
CAND_0000874,False,False,False,
CAND_0000875,False,False,False,
CAND_0000876,False,False,False,
CAND_0000877,False,False,False,
CAND_0000878,False,False,False,
CAND_0000879,False,False,False,
CAND_0000880,False,False,False,
CAND_0000881,False,False,False,
CAND_0000882,False,False,False,
CAND_0000883,False,False,False,
CAND_0000884,False,False,False,
CAND_0000885,False,False,False,
CAND_0000886,False,False,False,
CAND_0000887,False,False,False,
CAND_0000888,False,False,False,
CAND_0000889,False,False,False,
CAND_0000890,False,False,False,
CAND_0000891,False,False,False,
CAND_0000892,False,False,False,
CAND_0000893,False,False,False,
CAND_0000894,False,False,False,
CAND_0000895,False,False,False,
CAND_0000896,False,False,False,
CAND_0000897,False,False,False,
CAND_0000898,False,False,False,
CAND_0000899,False,False,False,
CAND_0000900,False,False,False,
CAND_0000901,False,False,False,
CAND_0000902,False,False,False,
CAND_0000903,False,False,False,
CAND_0000904,False,False,False,
CAND_0000905,False,False,False,
CAND_0000906,False,False,False,
CAND_0000907,False,False,False,
CAND_0000908,False,False,False,
CAND_0000909,False,False,False,
CAND_0000910,False,False,False,
CAND_0000911,False,False,False,
CAND_0000912,False,False,False,
CAND_0000913,False,False,False,
CAND_0000914,False,False,False,
CAND_0000915,False,False,False,
CAND_0000916,False,False,False,
CAND_0000917,False,False,False,
CAND_0000918,False,False,False,
CAND_0000919,False,False,False,
CAND_0000920,False,False,False,
CAND_0000921,False,False,False,
CAND_0000922,False,False,False,
CAND_0000923,False,False,False,
CAND_0000924,False,False,False,
CAND_0000925,False,False,False,
